ticker,symbol_yf,company_name,listing_date,shares_outstanding,board,status,sector
MAGP,MAGP.JK,Multi Agro Gemilang Plantation,2013-01-16,9000000004,Pemantauan Khusus,active,
MAIN,MAIN.JK,Malindo Feedmill Tbk.,2006-02-10,2238750000,Utama,active,
MAPI,MAPI.JK,Mitra Adiperkasa Tbk.,2004-11-10,16600000000,Utama,active,
MAYA,MAYA.JK,Bank Mayapada Internasional Tb,29 Agt 1997,25906179152,Utama,active,
MBAP,MBAP.JK,Mitrabara Adiperdana Tbk.,2014-07-10,1227271952,Pengembangan,active,
MBSS,MBSS.JK,Mitrabahtera Segara Sejati Tbk,2011-04-06,1750026639,Utama,active,
MBTO,MBTO.JK,Martina Berto Tbk.,2011-01-13,1070000000,Pengembangan,active,
MCOR,MCOR.JK,Bank China Construction Bank I,2007-07-03,37540533209,Utama,active,
MDIA,MDIA.JK,Intermedia Capital Tbk.,2014-04-11,39215538400,Pengembangan,active,
MDKA,MDKA.JK,Merdeka Copper Gold Tbk.,2015-06-19,24472983771,Utama,active,
MDLN,MDLN.JK,Modernland Realty Tbk.,1993-01-18,12533067322,Pengembangan,active,
MDRN,MDRN.JK,Modern Internasional Tbk.,1991-07-16,7632167798,Pemantauan Khusus,active,
MEDC,MEDC.JK,Medco Energi Internasional Tbk,1994-10-12,25136231252,Utama,active,
MEGA,MEGA.JK,Bank Mega Tbk.,2000-04-17,11623514905,Utama,active,
MERK,MERK.JK,Merck Tbk.,1981-07-23,448000000,Pengembangan,active,
META,META.JK,Nusantara Infrastructure Tbk.,2001-07-18,17710708194,Pengembangan,active,
MFMI,MFMI.JK,Multifiling Mitra Indonesia Tb,2010-12-29,757581000,Pemantauan Khusus,active,
MGNA,MGNA.JK,Magna Investama Mandiri Tbk.,2014-07-08,3411009526,Pengembangan,active,
MICE,MICE.JK,Multi Indocitra Tbk.,2005-12-21,600000000,Pengembangan,active,
MIDI,MIDI.JK,Midi Utama Indonesia Tbk.,2010-11-30,33435294800,Utama,active,
MIKA,MIKA.JK,Mitra Keluarga Karyasehat Tbk.,2015-03-24,13907481500,Utama,active,
MIRA,MIRA.JK,Mitra International Resources,1997-01-30,3961452039,Pemantauan Khusus,active,
MITI,MITI.JK,Mitra Investindo Tbk.,1997-07-16,3750526603,Pengembangan,active,
MKPI,MKPI.JK,Metropolitan Kentjana Tbk.,2009-07-10,948194000,Pengembangan,active,
MLBI,MLBI.JK,Multi Bintang Indonesia Tbk.,1981-12-15,2107000000,Utama,active,
MLIA,MLIA.JK,Mulia Industrindo Tbk,1994-01-17,6615000000,Utama,active,
MLPL,MLPL.JK,Multipolar Tbk.,1989-11-06,15682323987,Utama,active,
MLPT,MLPT.JK,Multipolar Technology Tbk.,2013-07-08,1875000000,Pengembangan,active,
MMLP,MMLP.JK,Mega Manunggal Property Tbk.,2015-06-12,6889134608,Utama,active,
MNCN,MNCN.JK,Media Nusantara Citra Tbk.,2007-06-22,15049787710,Utama,active,
MPMX,MPMX.JK,Mitra Pinasthika Mustika Tbk.,2013-05-29,4386963276,Utama,active,
MPPA,MPPA.JK,Matahari Putra Prima Tbk.,1992-12-21,12966640084,Pemantauan Khusus,active,
MRAT,MRAT.JK,Mustika Ratu Tbk.,1995-07-27,428000000,Pengembangan,active,
MREI,MREI.JK,Maskapai Reasuransi Indonesia,1989-09-04,517791681,Utama,active,
MSKY,MSKY.JK,MNC Sky Vision Tbk.,2012-07-09,1994370480,Pengembangan,active,
MTDL,MTDL.JK,Metrodata Electronics Tbk.,1990-04-09,12276884585,Utama,active,
MTFN,MTFN.JK,Capitalinc Investment Tbk.,1990-04-16,31842082852,Pemantauan Khusus,active,
MTLA,MTLA.JK,Metropolitan Land Tbk.,2011-06-20,7655126330,Utama,active,
MTSM,MTSM.JK,Metro Realty Tbk.,1992-01-08,232848000,Pemantauan Khusus,active,
MYOH,MYOH.JK,Samindo Resources Tbk.,2000-07-27,2206312500,Pengembangan,active,
MYOR,MYOR.JK,Mayora Indah Tbk.,1990-07-04,22358699725,Utama,active,
MYTX,MYTX.JK,Asia Pacific Investama Tbk.,1989-10-10,7747281949,Pemantauan Khusus,active,
NELY,NELY.JK,Pelayaran Nelly Dwi Putri Tbk.,2012-10-11,2350000000,Pengembangan,active,
NIKL,NIKL.JK,Pelat Timah Nusantara Tbk.,2009-12-14,2523350000,Pengembangan,active,
NIRO,NIRO.JK,City Retail Developments Tbk.,2012-09-13,22198871804,Pengembangan,active,
NISP,NISP.JK,Bank OCBC NISP Tbk.,1994-10-20,22715776032,Utama,active,
NOBU,NOBU.JK,Bank Nationalnobu Tbk.,2013-05-20,7403659460,Pengembangan,active,
NRCA,NRCA.JK,Nusa Raya Cipta Tbk.,2013-06-27,2496258344,Pengembangan,active,
OCAP,OCAP.JK,Onix Capital Tbk.,2003-10-10,273200000,Pemantauan Khusus,active,
OKAS,OKAS.JK,Ancora Indonesia Resources Tbk,2006-03-29,2373449165,Pengembangan,active,
OMRE,OMRE.JK,Indonesia Prima Property Tbk,22 Agt 1994,2945211000,Pemantauan Khusus,active,
PADI,PADI.JK,Minna Padi Investama Sekuritas,2012-01-09,11307246524,Pengembangan,active,
PALM,PALM.JK,Provident Investasi Bersama Tb,2012-10-08,15732874458,Pengembangan,active,
PANR,PANR.JK,Panorama Sentrawisata Tbk.,2001-09-18,1387500000,Utama,active,
PANS,PANS.JK,Panin Sekuritas Tbk.,2000-05-31,720000000,Utama,active,
PBRX,PBRX.JK,Pan Brothers Tbk.,16 Agt 1990,21482028246,Pemantauan Khusus,active,
PDES,PDES.JK,Destinasi Tirta Nusantara Tbk,2008-07-08,715000000,Pengembangan,active,
PEGE,PEGE.JK,Panca Global Kapital Tbk.,2005-06-24,2833417056,Pengembangan,active,
PGAS,PGAS.JK,Perusahaan Gas Negara (Persero,2003-12-15,24241508196,Utama,active,
PGLI,PGLI.JK,Pembangunan Graha Lestari Inda,2000-04-05,488000000,Pengembangan,active,
PICO,PICO.JK,Pelangi Indah Canindo Tbk,1996-09-23,568375000,Pengembangan,active,
PJAA,PJAA.JK,Pembangunan Jaya Ancol Tbk.,2004-07-02,1599999996,Pengembangan,active,
PKPK,PKPK.JK,Paragon Karya Perkasa Tbk.,2007-07-11,1200000000,Pengembangan,active,
PLAS,PLAS.JK,Polaris Investama Tbk,2001-03-16,1184200000,Pemantauan Khusus,active,
PLIN,PLIN.JK,Plaza Indonesia Realty Tbk.,1992-06-15,3550000000,Pemantauan Khusus,active,
PNBN,PNBN.JK,Bank Pan Indonesia Tbk,1982-12-29,23837645998,Utama,active,
PNBS,PNBS.JK,Bank Panin Dubai Syariah Tbk.,2014-01-15,38425504906,Pengembangan,active,
PNIN,PNIN.JK,Paninvest Tbk.,1983-09-20,4068323920,Utama,active,
PNLF,PNLF.JK,Panin Financial Tbk.,1983-06-14,32022073293,Utama,active,
PSAB,PSAB.JK,J Resources Asia Pasifik Tbk.,2003-04-22,26460000000,Pengembangan,active,
PSDN,PSDN.JK,Prasidha Aneka Niaga Tbk,1994-10-18,1440000000,Pengembangan,active,
PSKT,PSKT.JK,Red Planet Indonesia Tbk.,1995-09-19,10351231636,Pengembangan,active,
PTBA,PTBA.JK,Bukit Asam (Persero) Tbk.,2002-12-23,11520659250,Utama,active,
PTIS,PTIS.JK,Indo Straits Tbk.,2011-07-12,550165300,Pengembangan,active,
PTPP,PTPP.JK,PP (Persero) Tbk.,2010-02-09,6199897354,Utama,active,
PTRO,PTRO.JK,Petrosea Tbk.,1990-05-21,10086050000,Utama,active,
PTSN,PTSN.JK,Sat Nusapersada Tbk,2007-11-08,5314344000,Pengembangan,active,
PTSP,PTSP.JK,Pioneerindo Gourmet Internatio,1994-05-30,220808000,Pengembangan,active,
PUDP,PUDP.JK,Pudjiadi Prestige Tbk.,1994-11-18,659120000,Pengembangan,active,
PWON,PWON.JK,Pakuwon Jati Tbk.,1989-10-09,48159602400,Utama,active,
PYFA,PYFA.JK,Pyridam Farma Tbk,2001-10-16,11236694515,Pengembangan,active,
RAJA,RAJA.JK,Rukun Raharja Tbk.,2006-04-19,4227082500,Utama,active,
RALS,RALS.JK,Ramayana Lestari Sentosa Tbk.,1996-07-24,7096000000,Utama,active,
RANC,RANC.JK,Supra Boga Lestari Tbk.,2012-06-07,1564487500,Pengembangan,active,
RBMS,RBMS.JK,Ristia Bintang Mahkotasejati T,1997-12-19,2656212826,Pemantauan Khusus,active,
RDTX,RDTX.JK,Roda Vivatex Tbk,1990-05-14,268800000,Pengembangan,active,
RELI,RELI.JK,Reliance Sekuritas Indonesia T,2005-07-13,1800000000,Pengembangan,active,
RICY,RICY.JK,Ricky Putra Globalindo Tbk,1998-01-22,641717510,Pengembangan,active,
RIGS,RIGS.JK,Rig Tenders Indonesia Tbk.,1990-03-05,609130000,Pengembangan,active,
RIMO,RIMO.JK,Rimo International Lestari Tbk,2000-11-10,45080600000,Pemantauan Khusus,active,
RODA,RODA.JK,Pikko Land Development Tbk.,2001-10-22,13592128209,Pengembangan,active,
ROTI,ROTI.JK,Nippon Indosari Corpindo Tbk.,2010-06-28,6186488888,Pengembangan,active,
RUIS,RUIS.JK,Radiant Utama Interinsco Tbk.,2006-07-12,770000000,Pengembangan,active,
SAFE,SAFE.JK,Steady Safe Tbk,15 Agt 1994,821207512,Pengembangan,active,
SAME,SAME.JK,Sarana Meditama Metropolitan T,2013-01-11,17164632545,Utama,active,
SCCO,SCCO.JK,Supreme Cable Manufacturing &,1982-07-20,822333600,Pengembangan,active,
SCMA,SCMA.JK,Surya Citra Media Tbk.,2002-07-16,73970569505,Utama,active,
SCPI,SCPI.JK,Organon Pharma Indonesia Tbk.,1990-06-08,3600000,Pemantauan Khusus,active,
SDMU,SDMU.JK,Sidomulyo Selaras Tbk.,2011-07-12,2250691100,Pengembangan,active,
SDPC,SDPC.JK,Millennium Pharmacon Internati,1990-05-07,1274000000,Pengembangan,active,
SDRA,SDRA.JK,Bank Woori Saudara Indonesia 1,2006-12-15,14545267990,Pengembangan,active,
SGRO,SGRO.JK,Prime Agri Resources Tbk.,2007-06-18,1818622000,Utama,active,
SHID,SHID.JK,Hotel Sahid Jaya International,1990-05-08,1119326168,Pengembangan,active,
SIDO,SIDO.JK,Industri Jamu dan Farmasi Sido,2013-12-18,30000000000,Utama,active,
SILO,SILO.JK,Siloam International Hospitals,2013-09-12,13006125000,Utama,active,
SIMA,SIMA.JK,Siwani Makmur Tbk,1994-06-03,442589871,Pemantauan Khusus,active,
SIMP,SIMP.JK,Salim Ivomas Pratama Tbk.,2011-06-09,15501310000,Utama,active,
SIPD,SIPD.JK,Sreeya Sewu Indonesia Tbk.,1996-12-27,1839102056,Pengembangan,active,
SKBM,SKBM.JK,Sekar Bumi Tbk.,2012-09-28,1730103217,Pengembangan,active,
SKLT,SKLT.JK,Sekar Laut Tbk.,1993-09-08,6907405000,Pengembangan,active,
SKYB,SKYB.JK,Northcliff Citranusa Indonesia,2010-07-07,585000000,Pemantauan Khusus,active,
SMAR,SMAR.JK,Sinar Mas Agro Resources and T,1992-11-20,2872193366,Utama,active,
SMBR,SMBR.JK,Semen Baturaja (Persero) Tbk.,2013-06-28,9932534336,Utama,active,
SMCB,SMCB.JK,Solusi Bangun Indonesia Tbk.,10 Agt 1977,9019381973,Pemantauan Khusus,active,
SMDM,SMDM.JK,Suryamas Dutamakmur Tbk.,1995-10-12,4772138237,Pengembangan,active,
SMDR,SMDR.JK,Samudera Indonesia  Tbk.,1999-07-05,16375600000,Utama,active,
SMGR,SMGR.JK,Semen Indonesia (Persero) Tbk.,1991-07-08,6751540089,Utama,active,
SMMA,SMMA.JK,Sinarmas Multiartha Tbk.,1995-07-05,6367664717,Utama,active,
SMMT,SMMT.JK,Golden Eagle Energy Tbk.,1997-12-01,3425000000,Pengembangan,active,
SMRA,SMRA.JK,Summarecon Agung Tbk.,1990-05-07,16508568358,Utama,active,
SMRU,SMRU.JK,SMR Utama Tbk.,2011-10-10,12499385782,Pemantauan Khusus,active,
SMSM,SMSM.JK,Selamat Sempurna Tbk.,1996-09-09,5758675440,Utama,active,
SOCI,SOCI.JK,Soechi Lines Tbk.,2014-12-03,7059000000,Pengembangan,active,
SONA,SONA.JK,Sona Topas Tourism Industry Tb,1992-07-21,662400000,Pengembangan,active,
SPMA,SPMA.JK,Suparma Tbk.,1994-11-16,4100317438,Pengembangan,active,
SQMI,SQMI.JK,Wilton Makmur Indonesia Tbk.,2004-07-15,15537591429,Pemantauan Khusus,active,
SRAJ,SRAJ.JK,Sejahteraraya Anugrahjaya Tbk.,2011-04-11,12238959990,Pengembangan,active,
SRIL,SRIL.JK,Sri Rejeki Isman Tbk.,2013-06-17,20452176844,Pemantauan Khusus,active,
SRSN,SRSN.JK,Indo Acidatama Tbk,1993-01-11,6020000000,Pengembangan,active,
SRTG,SRTG.JK,Saratoga Investama Sedaya Tbk.,2013-06-26,13564835000,Utama,active,
SSIA,SSIA.JK,Surya Semesta Internusa Tbk.,1997-03-27,4705249440,Utama,active,
SSMS,SSMS.JK,Sawit Sumbermas Sarana Tbk.,2013-12-12,9525000000,Utama,active,
SSTM,SSTM.JK,Sunson Textile Manufacture Tbk,20 Agt 1997,1170909181,Pengembangan,active,
STAR,STAR.JK,Calculus Global Ventures Tbk.,2011-07-13,4800000602,Pengembangan,active,
STTP,STTP.JK,Siantar Top Tbk.,1996-12-16,1310000000,Pengembangan,active,
SUGI,SUGI.JK,Sugih Energy Tbk.,2002-06-19,24811541414,Pemantauan Khusus,active,
SULI,SULI.JK,SLJ Global Tbk.,1994-03-21,6320776836,Pengembangan,active,
SUPR,SUPR.JK,Solusi Tunas Pratama Tbk.,2011-10-11,1137579698,Pemantauan Khusus,active,
TALF,TALF.JK,Tunas Alfin Tbk.,2014-01-17,1353435000,Pengembangan,active,
TARA,TARA.JK,Agung Semesta Sejahtera Tbk.,2014-07-11,10069645750,Pemantauan Khusus,active,
TAXI,TAXI.JK,Express Transindo Utama Tbk.,2012-11-02,10223647156,Pemantauan Khusus,active,
TBIG,TBIG.JK,Tower Bersama Infrastructure T,2010-10-26,22656999445,Utama,active,
TBLA,TBLA.JK,Tunas Baru Lampung Tbk.,2000-02-14,6025373372,Utama,active,
TBMS,TBMS.JK,Tembaga Mulia Semanan Tbk.,1990-05-23,734680000,Pengembangan,active,
TCID,TCID.JK,Mandom Indonesia Tbk.,1993-09-30,402133334,Pengembangan,active,
TELE,TELE.JK,Omni Inovasi Indonesia Tbk.,2012-01-12,7310929389,Pemantauan Khusus,active,
TFCO,TFCO.JK,Tifico Fiber Indonesia Tbk.,1980-02-26,4823076400,Pemantauan Khusus,active,
TGKA,TGKA.JK,Tigaraksa Satria Tbk.,1990-06-11,918492750,Pengembangan,active,
TIFA,TIFA.JK,KDB Tifa Finance Tbk.,2011-07-08,3552213000,Pengembangan,active,
TINS,TINS.JK,Timah Tbk.,1995-10-19,7447753454,Utama,active,
TIRA,TIRA.JK,Tira Austenite Tbk,1993-07-27,588000000,Pengembangan,active,
TIRT,TIRT.JK,Tirta Mahakam Resources Tbk,1999-12-13,1011774750,Pemantauan Khusus,active,
TKIM,TKIM.JK,Pabrik Kertas Tjiwi Kimia Tbk.,1990-04-03,3113223570,Utama,active,
TLKM,TLKM.JK,Telkom Indonesia (Persero) Tbk,1995-11-14,99062216600,Utama,active,
TMAS,TMAS.JK,Temas Tbk.,2003-07-09,57051500000,Utama,active,
TMPO,TMPO.JK,Tempo Intimedia Tbk.,2001-01-08,1058333250,Pengembangan,active,
TOBA,TOBA.JK,TBS Energi Utama Tbk.,2012-07-06,8257402931,Utama,active,
TOTL,TOTL.JK,Total Bangun Persada Tbk.,2006-07-25,3410000000,Utama,active,
TOTO,TOTO.JK,Surya Toto Indonesia Tbk.,1990-10-30,10320000000,Pengembangan,active,
TOWR,TOWR.JK,Sarana Menara Nusantara Tbk.,2010-03-08,59098103731,Utama,active,
TPIA,TPIA.JK,Chandra Asri Pacific Tbk.,2008-05-26,86511545092,Pengembangan,active,
TPMA,TPMA.JK,Trans Power Marine Tbk.,2013-02-20,3507420034,Utama,active,
TRAM,TRAM.JK,Trada Alam Minera Tbk.,2008-09-10,49643627934,Pemantauan Khusus,active,
TRIL,TRIL.JK,Triwira Insanlestari Tbk.,2008-01-28,1200000000,Pemantauan Khusus,active,
TRIM,TRIM.JK,Trimegah Sekuritas Indonesia T,2000-01-31,7109300000,Utama,active,
TRIO,TRIO.JK,Trikomsel Oke Tbk.,2009-04-14,26007494645,Pemantauan Khusus,active,
TRIS,TRIS.JK,Trisula International Tbk.,2012-06-28,3141443831,Pengembangan,active,
TRST,TRST.JK,Trias Sentosa Tbk.,1990-07-02,2808000000,Pengembangan,active,
TRUS,TRUS.JK,Trust Finance Indonesia Tbk,2002-11-28,800000000,Pengembangan,active,
TSPC,TSPC.JK,Tempo Scan Pacific Tbk.,1994-06-17,4509864300,Utama,active,
ULTJ,ULTJ.JK,Ultrajaya Milk Industry & Trad,1990-07-02,10398175200,Utama,active,
UNIC,UNIC.JK,Unggul Indah Cahaya Tbk.,1989-11-06,383331363,Utama,active,
UNIT,UNIT.JK,Nusantara Inti Corpora Tbk,2002-04-18,75422200,Pengembangan,active,
UNSP,UNSP.JK,Bakrie Sumatera Plantations Tb,1990-03-06,2500162344,Pemantauan Khusus,active,
UNTR,UNTR.JK,United Tractors Tbk.,1989-09-19,3730135136,Utama,active,
UNVR,UNVR.JK,Unilever Indonesia Tbk.,1982-01-11,38150000000,Utama,active,
VICO,VICO.JK,Victoria Investama Tbk.,2013-07-08,15217075658,Utama,active,
VINS,VINS.JK,Victoria Insurance Tbk.,2015-09-28,1553430759,Pengembangan,active,
VIVA,VIVA.JK,Visi Media Asia Tbk.,2011-11-21,16464270400,Pemantauan Khusus,active,
VOKS,VOKS.JK,Voksel Electric Tbk.,1990-12-20,4155602595,Pengembangan,active,
VRNA,VRNA.JK,Mizuho Leasing Indonesia Tbk.,2008-06-25,5687353997,Pengembangan,active,
WAPO,WAPO.JK,Wahana Pronatural Tbk.,2001-06-22,1240923111,Pengembangan,active,
WEHA,WEHA.JK,WEHA Transportasi Indonesia Tb,2007-05-31,1460554819,Pengembangan,active,
WICO,WICO.JK,Wicaksana Overseas Internation,08 Agt 1994,2393710348,Pemantauan Khusus,active,
WIIM,WIIM.JK,Wismilak Inti Makmur Tbk.,2012-12-18,2099873760,Utama,active,
WIKA,WIKA.JK,Wijaya Karya (Persero) Tbk.,2007-10-29,39873063858,Pemantauan Khusus,active,
WINS,WINS.JK,Wintermar Offshore Marine Tbk.,2010-11-29,4460988262,Utama,active,
WOMF,WOMF.JK,Wahana Ottomitra Multiartha Tb,2004-12-13,3481481480,Pengembangan,active,
WSKT,WSKT.JK,Waskita Karya (Persero) Tbk.,2012-12-19,28806807016,Pemantauan Khusus,active,
WTON,WTON.JK,Wijaya Karya Beton Tbk.,2014-04-08,8715466600,Utama,active,
YPAS,YPAS.JK,Yanaprima Hastapersada Tbk,2008-03-05,668000089,Pengembangan,active,
YULE,YULE.JK,Yulie Sekuritas Indonesia Tbk.,2004-12-10,1785000000,Pengembangan,active,
ZBRA,ZBRA.JK,Dosni Roha Indonesia Tbk.,01 Agt 1991,2510706263,Pemantauan Khusus,active,
SHIP,SHIP.JK,Sillo Maritime Perdana Tbk.,2016-06-16,2719790000,Utama,active,
CASA,CASA.JK,Capital Financial Indonesia Tb,2016-07-19,54476269803,Pengembangan,active,
DAYA,DAYA.JK,Duta Intidaya Tbk.,2016-06-28,2420547025,Pengembangan,active,
DPUM,DPUM.JK,Dua Putra Utama Makmur Tbk.,2015-12-08,4175000000,Pengembangan,active,
IDPR,IDPR.JK,Indonesia Pondasi Raya Tbk.,2015-12-10,2003000000,Pengembangan,active,
JGLE,JGLE.JK,Graha Andrasentra Propertindo,2016-06-29,22581909405,Pemantauan Khusus,active,
KINO,KINO.JK,Kino Indonesia Tbk.,2015-12-11,1428571500,Pengembangan,active,
MARI,MARI.JK,Mahaka Radio Integra Tbk.,2016-02-11,5252644000,Pemantauan Khusus,active,
MKNT,MKNT.JK,Mitra Komunikasi Nusantara Tbk,2015-10-26,5500000000,Pemantauan Khusus,active,
MTRA,MTRA.JK,Mitra Pemuda Tbk.,2016-02-10,770000000,Pemantauan Khusus,active,
OASA,OASA.JK,Maharaksa Biru Energi Tbk.,2016-07-18,6347220000,Pengembangan,active,
POWR,POWR.JK,Cikarang Listrindo Tbk.,2016-06-14,16087156000,Utama,active,
INCF,INCF.JK,Indo Komoditi Korpora Tbk.,2016-09-06,1438370465,Pengembangan,active,
WSBP,WSBP.JK,Waskita Beton Precast Tbk.,2016-09-20,56780478486,Pemantauan Khusus,active,
PBSA,PBSA.JK,Paramita Bangun Sarana Tbk.,2016-09-28,3000000000,Pengembangan,active,
PRDA,PRDA.JK,Prodia Widyahusada Tbk.,2016-12-07,937500000,Utama,active,
BOGA,BOGA.JK,Apollo Global Interactive Tbk.,2016-12-19,3803526210,Pengembangan,active,
BRIS,BRIS.JK,Bank Syariah Indonesia (Perser,2018-05-09,45667877639,Utama,active,
PORT,PORT.JK,Nusantara Pelabuhan Handal Tbk,2017-03-16,2813941985,Pengembangan,active,
CARS,CARS.JK,Industri dan Perdagangan Bintr,2017-04-10,15000000000,Utama,active,
MINA,MINA.JK,Sanurhasta Mitra Tbk.,2017-04-28,9843750000,Pengembangan,active,
CLEO,CLEO.JK,Sariguna Primatirta Tbk.,2017-05-05,24000000000,Utama,active,
TAMU,TAMU.JK,Pelayaran Tamarin Samudra Tbk.,2017-05-10,37500000000,Pemantauan Khusus,active,
CSIS,CSIS.JK,Cahayasakti Investindo Sukses,2017-05-10,1829800000,Pengembangan,active,
TGRA,TGRA.JK,Terregra Asia Energy Tbk.,2017-05-16,2750000000,Pemantauan Khusus,active,
FIRE,FIRE.JK,Alfa Energi Investama Tbk.,2017-06-09,1475363179,Pengembangan,active,
TOPS,TOPS.JK,Totalindo Eka Persada Tbk.,2017-06-16,33330000000,Pemantauan Khusus,active,
KMTR,KMTR.JK,Kirana Megatara Tbk.,2017-06-19,8215366379,Pengembangan,active,
ARMY,ARMY.JK,Armidian Karyatama Tbk.,2017-06-21,9006250000,Pemantauan Khusus,active,
MAPB,MAPB.JK,MAP Boga Adiperkasa Tbk.,2017-06-21,2387922900,Pengembangan,active,
WOOD,WOOD.JK,Integra Indocabinet Tbk.,2017-06-21,6437500000,Utama,active,
HRTA,HRTA.JK,Hartadinata Abadi Tbk.,2017-06-21,4605262400,Utama,active,
MABA,MABA.JK,Marga Abhinaya Abadi Tbk.,2017-06-22,15365229912,Pemantauan Khusus,active,
HOKI,HOKI.JK,Buyung Poetra Sembada Tbk.,2017-06-22,9677752680,Pengembangan,active,
MPOW,MPOW.JK,Megapower Makmur Tbk.,2017-07-05,816997053,Pengembangan,active,
MARK,MARK.JK,Mark Dynamics Indonesia Tbk.,2017-07-12,3800000310,Utama,active,
NASA,NASA.JK,Andalan Perkasa Abadi Tbk.,07 Agt 2017,11004929322,Pemantauan Khusus,active,
MDKI,MDKI.JK,Emdeki Utama Tbk.,2017-09-25,2530150002,Pengembangan,active,
BELL,BELL.JK,Trisula Textile Industries Tbk,2017-10-03,7250000000,Pengembangan,active,
KIOS,KIOS.JK,Kioson Komersial Indonesia Tbk,2017-10-05,1075862960,Pengembangan,active,
GMFI,GMFI.JK,Garuda Maintenance Facility Ae,2017-10-10,124835258434,Pengembangan,active,
MTWI,MTWI.JK,Malacca Trust Wuwungan Insuran,2017-10-12,2924486639,Pengembangan,active,
ZINC,ZINC.JK,Kapuas Prima Coal Tbk.,2017-10-16,25250000000,Pemantauan Khusus,active,
MCAS,MCAS.JK,M Cash Integrasi Tbk.,2017-11-01,867933300,Utama,active,
PPRE,PPRE.JK,PP Presisi Tbk.,2017-11-24,10224271000,Pengembangan,active,
WEGE,WEGE.JK,Wijaya Karya Bangunan Gedung T,2017-11-30,9572000000,Pengembangan,active,
PSSI,PSSI.JK,IMC Pelita Logistik Tbk.,2017-12-05,5417063153,Utama,active,
MORA,MORA.JK,Mora Telematika Indonesia Tbk.,08 Agt 2022,23646668691,Utama,active,
DWGL,DWGL.JK,Dwi Guna Laksana Tbk.,2017-12-13,9252820991,Pengembangan,active,
PBID,PBID.JK,Panca Budi Idaman Tbk.,2017-12-13,7500000000,Utama,active,
JMAS,JMAS.JK,Asuransi Jiwa Syariah Jasa Mit,2017-12-18,1000000000,Pengembangan,active,
CAMP,CAMP.JK,Campina Ice Cream Industry Tbk,2017-12-19,5885000000,Pengembangan,active,
IPCM,IPCM.JK,Jasa Armada Indonesia Tbk.,2017-12-22,5284811100,Utama,active,
PCAR,PCAR.JK,Prima Cakrawala Abadi Tbk.,2017-12-29,1166666700,Pemantauan Khusus,active,
LCKM,LCKM.JK,LCK Global Kedaton Tbk.,2018-01-16,1000000000,Pengembangan,active,
BOSS,BOSS.JK,Borneo Olah Sarana Sukses Tbk.,2018-02-15,1400000000,Pemantauan Khusus,active,
HELI,HELI.JK,Jaya Trishindo Tbk.,2018-03-27,832862387,Pengembangan,active,
JSKY,JSKY.JK,Sky Energy Indonesia Tbk.,2018-03-28,2032540000,Pemantauan Khusus,active,
INPS,INPS.JK,Indah Prakasa Sentosa Tbk.,2018-04-06,650000000,Pemantauan Khusus,active,
GHON,GHON.JK,Gihon Telekomunikasi Indonesia,2018-04-09,550000000,Pengembangan,active,
TDPM,TDPM.JK,Tianrong Chemicals Industry Tb,2018-04-09,10485050500,Pemantauan Khusus,active,
DFAM,DFAM.JK,Dafam Property Indonesia Tbk.,2018-04-27,1899852850,Pengembangan,active,
NICK,NICK.JK,Charnic Capital Tbk.,2018-05-02,651150000,Pengembangan,active,
BTPS,BTPS.JK,Bank BTPN Syariah Tbk.,2018-05-08,7626663000,Utama,active,
SPTO,SPTO.JK,Surya Pertiwi Tbk.,2018-05-14,2700000000,Utama,active,
PRIM,PRIM.JK,Royal Prima Tbk.,2018-05-15,3393434905,Pengembangan,active,
HEAL,HEAL.JK,Medikaloka Hermina Tbk.,2018-05-16,15365950000,Utama,active,
TRUK,TRUK.JK,Guna Timur Raya Tbk.,2018-05-23,435000000,Pengembangan,active,
PZZA,PZZA.JK,Sarimelati Kencana Tbk.,2018-05-23,3021875000,Pengembangan,active,
TUGU,TUGU.JK,Asuransi Tugu Pratama Indonesi,2018-05-28,3555575600,Utama,active,
MSIN,MSIN.JK,MNC Digital Entertainment Tbk.,2018-06-08,60676178205,Utama,active,
SWAT,SWAT.JK,Sriwahana Adityakarta Tbk.,2018-06-08,3019200000,Pemantauan Khusus,active,
TNCA,TNCA.JK,Trimuda Nuansa Citra Tbk.,2018-06-28,421640000,Pengembangan,active,
MAPA,MAPA.JK,Map Aktif Adiperkasa Tbk.,2018-07-05,28504000000,Utama,active,
TCPI,TCPI.JK,Transcoal Pacific Tbk.,2018-07-06,5000000000,Pengembangan,active,
IPCC,IPCC.JK,Indonesia Kendaraan Terminal T,2018-07-09,1818384820,Utama,active,
RISE,RISE.JK,Jaya Sukses Makmur Sentosa Tbk,2018-07-09,16198599990,Pengembangan,active,
BPTR,BPTR.JK,Batavia Prosperindo Trans Tbk.,2018-07-09,3534000000,Pengembangan,active,
POLL,POLL.JK,Pollux Properties Indonesia Tb,2018-07-11,8318823600,Pemantauan Khusus,active,
NFCX,NFCX.JK,NFC Indonesia Tbk.,2018-07-12,666667500,Pengembangan,active,
MGRO,MGRO.JK,Mahkota Group Tbk.,2018-07-12,3554445700,Pengembangan,active,
NUSA,NUSA.JK,Sinergi Megah Internusa Tbk.,2018-07-12,7700000148,Pemantauan Khusus,active,
FILM,FILM.JK,MD Entertainment Tbk.,07 Agt 2018,10887566758,Utama,active,
